0.28450465202331543,0,0,1
0.768648624420166,0,0,1
1.2862837314605713,0,0,1
1.7879419326782227,0,0,1
2.28517484664917,0,0,0
2.789731979370117,0,0,0
3.297344207763672,0,0,0
3.791930675506592,0,0,0
4.3005383014678955,0,0,3
4.797882795333862,0,0,3
5.311446666717529,0,0,2
5.7952563762664795,0,0,2
6.298690319061279,0,0,0
6.8039445877075195,0,0,0
7.315164089202881,0,0,5
7.827445030212402,0,0,5
8.323216438293457,0,0,5
8.838421821594238,0,0,5
9.335815191268921,0,0,0
9.836353540420532,0,0,0
10.326280117034912,0,0,0
10.818992614746094,0,0,0
11.331068277359009,0,0,3
11.844736337661743,0,0,3
12.336690902709961,0,3,4
12.857391834259033,0,3,4
13.35435175895691,0,3,5
13.84710168838501,0,3,5
14.347938537597656,0,5,5
14.840117931365967,0,5,5
15.353100776672363,0,4,5
15.851975679397583,0,4,5
16.37825107574463,0,3,5
16.86142325401306,0,3,5
17.370872497558594,0,0,4
17.885934829711914,0,0,4
18.37003993988037,0,0,1
18.876436233520508,0,0,1
19.425904512405396,0,0,0
19.88709044456482,0,0,0
20.373685836791992,0,0,0
20.888668537139893,0,0,0
21.390999794006348,0,0,0
21.9000301361084,0,0,0
22.402820825576782,0,0,0
22.896599769592285,0,0,0
23.401079654693604,0,0,0
23.94208574295044,0,0,0
24.394139051437378,0,0,2
24.918480396270752,0,0,2
25.412549018859863,0,0,5
25.934534549713135,0,0,5
26.42239022254944,0,0,0
26.98381471633911,0,0,0
0.38745713233947754,0,0,0
0.8691186904907227,0,0,0
1.3747608661651611,0,0,0
1.8922946453094482,0,0,0
2.374276638031006,0,0,4
2.8847362995147705,0,0,4
3.4042320251464844,0,0,3
3.9010238647460938,0,0,3
4.392474412918091,0,0,2
4.8935227394104,0,0,2
5.412423849105835,0,0,0
5.89989447593689,0,0,0
0.17687344551086426,0,0,0
0.6888697147369385,0,0,0
1.1901514530181885,0,0,0
1.6843698024749756,0,0,5
2.1987550258636475,0,0,5
2.7041378021240234,0,0,2
3.185713052749634,0,0,2
3.6943156719207764,0,0,0
4.199360132217407,0,0,0
4.7092907428741455,0,0,0
5.199237108230591,0,0,0
5.728608131408691,0,0,0
6.21204400062561,0,0,0
6.717658519744873,0,0,0
7.226799488067627,0,0,0
7.73474645614624,0,0,0
8.212296962738037,0,0,0
8.724365711212158,0,0,0
9.21449089050293,0,0,0
9.735647678375244,0,0,1
10.241889476776123,0,0,1
10.732386112213135,0,0,1
11.245250463485718,0,0,1
11.737519979476929,0,0,1
12.238776922225952,0,0,1
12.750657558441162,0,0,1
13.255543947219849,0,0,1
13.760369539260864,0,0,1
14.260604619979858,0,0,1
14.775973320007324,0,0,1
15.254892349243164,0,0,1
15.750081062316895,0,0,1
16.280643224716187,0,0,1
16.760440587997437,0,0,0
17.281283378601074,0,0,0
17.790654182434082,0,0,0
18.28817081451416,0,0,0
18.790571928024292,0,0,0
0.8764903545379639,0,0,1
1.3708832263946533,0,0,1
1.8700289726257324,0,0,1
2.375589370727539,0,0,2
2.890285015106201,0,0,2
3.387725591659546,0,1,4
3.8829925060272217,0,1,4
4.368699550628662,0,1,5
4.891061305999756,0,1,5
5.3956382274627686,0,0,5
5.896147727966309,0,0,5
6.396472454071045,1,2,4
6.911705255508423,1,2,4
7.4066243171691895,0,2,5
7.910130739212036,0,2,5
8.416084289550781,0,1,5
8.914770126342773,0,1,5
9.429216861724854,0,0,5
9.920939445495605,0,0,5
10.418774604797363,0,0,5
10.920706033706665,0,0,5
11.43463683128357,0,0,4
11.936915636062622,0,0,4
12.444454669952393,0,0,4
12.932793378829956,0,0,4
13.434184551239014,0,0,4
13.949416399002075,0,0,4
14.440448522567749,0,0,4
14.942016839981079,0,0,4
15.450525283813477,0,1,5
15.951166868209839,0,1,5
16.453091382980347,0,0,4
16.968928575515747,0,0,4
17.450435638427734,0,1,4
17.97318387031555,0,1,4
18.47218346595764,0,0,3
18.974055528640747,0,0,3
19.4579017162323,0,0,0
19.959543704986572,0,0,0
20.474274396896362,2,2,4
20.974446058273315,2,2,4
21.46821355819702,1,1,3
21.96793484687805,1,1,3
22.472258806228638,0,0,4
22.983485221862793,0,0,4
23.488376140594482,0,0,4
23.98061990737915,0,0,4
24.48378896713257,0,0,4
24.981459617614746,0,0,4
25.484933137893677,0,1,4
26.00457787513733,0,1,4
26.51059865951538,0,0,5
26.983177423477173,0,0,5
27.49737858772278,0,0,5
28.003161668777466,0,0,5
28.513366222381592,0,0,5
29.01234769821167,0,0,5
29.520984649658203,0,0,5
30.02761197090149,0,0,5
30.527605772018433,1,2,5
31.01647663116455,1,2,5
31.52111506462097,1,2,3
32.02283573150635,1,2,3
32.547518253326416,0,0,2
33.048187017440796,0,0,2
33.54032635688782,3,1,5
34.04184603691101,3,1,5
34.5430326461792,0,0,2
35.050092458724976,0,0,2
35.55576157569885,1,0,5
36.05505156517029,1,0,5
36.546037912368774,2,1,1
37.04847741127014,2,1,1
37.564934968948364,4,2,5
38.06491184234619,4,2,5
38.56706190109253,0,0,2
39.08335876464844,0,0,2
46.19890475273132,1,1,2
46.611339807510376,2,2,5
47.10321354866028,2,2,5
47.605308294296265,1,1,1
48.12147784233093,1,1,1
48.62293887138367,3,2,5
49.12395691871643,3,2,5
49.618470668792725,2,1,3
50.11142182350159,2,1,3
50.61863708496094,0,0,1
51.132195711135864,0,0,1
51.62346148490906,0,1,0
52.133463859558105,0,1,0
52.642475605010986,0,1,0
53.13502883911133,0,1,0
53.65269875526428,0,1,0
54.142292499542236,0,1,0
54.6331307888031,0,0,0
55.130210638046265,0,0,0
55.66652727127075,0,0,0
56.14173102378845,0,0,0
56.667444467544556,0,2,0
57.19015026092529,0,2,0
57.66249680519104,0,4,0
58.167744159698486,0,4,0
58.68074059486389,0,4,0
59.179914474487305,0,4,0
59.648524045944214,0,1,2
60.16273045539856,0,1,2
60.68462038040161,0,0,5
61.18514442443848,0,0,5
61.68969178199768,1,1,5
62.185094356536865,1,1,5
62.688859939575195,0,0,0
63.19140338897705,0,0,0
63.7039532661438,0,0,5
64.19642782211304,0,0,5
64.70511937141418,0,0,0
65.19424772262573,0,0,0
65.69491076469421,0,0,5
66.20173788070679,0,0,5
66.69856262207031,0,0,3
67.19391179084778,0,0,3
67.7171835899353,0,1,3
68.21876239776611,0,1,3
68.72459697723389,2,3,0
69.22758889198303,2,3,0
69.7170181274414,2,2,2
70.24630761146545,2,2,2
70.74311923980713,1,1,1
71.24787878990173,1,1,1
71.72180843353271,2,2,2
72.2485249042511,2,2,2
72.73109841346741,0,1,3
73.23986220359802,0,1,3
73.73156213760376,0,0,1
74.25363826751709,0,0,1
74.74525046348572,0,1,5
75.26386165618896,0,1,5
75.770352602005,0,0,0
76.27449774742126,0,0,0
76.76196765899658,2,1,3
77.29291772842407,2,1,3
77.77297163009644,2,1,3
78.2551941871643,2,1,3
78.77383732795715,1,0,3
79.27823615074158,1,0,3
79.77722001075745,0,0,5
80.28088784217834,0,0,5
80.7922899723053,0,1,0
81.28854179382324,0,1,0
81.80141234397888,3,2,3
82.3045642375946,3,2,3
82.80629277229309,1,1,0
